Order_ID,Order_Date,Region,Category,Customer_Type,Payment_Method,Quantity,Unit_Price,Discount,Sales,Delivery_Days,Customer_Satisfaction
ORD10158,2025-09-03,West,Furniture,New,Cash,7,17819.81,0.0,124738.67,6,4.1
ORD10159,2025-10-02,North,Office Supplies,New,Cash,4,2036.51,0.1,7331.44,3,3.2
ORD10160,2025-02-01,West,Office Supplies,Returning,UPI,5,4769.19,0.0,23845.95,4,4.5
ORD10161,2025-05-17,South,Furniture,Returning,Debit Card,4,24215.85,0.15,82333.89,3,3.4
ORD10162,2025-01-12,East,Clothing,Returning,UPI,3,3324.51,0.1,8976.18,7,4.0
ORD10163,2025-10-29,East,Office Supplies,Returning,UPI,7,4285.69,0.15,25499.86,4,5.0
ORD10164,2025-01-16,South,Electronics,Returning,Debit Card,4,34970.54,0.05,134088.05,7,2.7
ORD10165,2025-05-09,North,Electronics,Returning,UPI,3,14502.0,0.05,42530.7,5,3.7
ORD10166,2025-03-04,West,Electronics,Returning,Debit Card,1,11056.16,0.0,12256.16,2,4.1
ORD10167,2025-04-19,South,Electronics,New,Debit Card,4,21053.97,0.05,81205.09,4,4.4
ORD10168,2025-01-21,North,Electronics,Returning,Credit Card,7,35335.62,0.2,199079.47,3,2.8
ORD10169,2025-06-07,North,Electronics,New,UPI,5,43239.42,0.05,206587.24,6,2.6
ORD10170,2025-09-26,East,Furniture,Returning,UPI,3,19373.18,0.15,49401.61,4,4.7
ORD10171,2025-06-11,East,Electronics,New,Credit Card,5,38600.15,0.15,165250.64,5,3.2
ORD10172,2025-09-17,North,Clothing,Returning,Cash,7,4943.6,0.05,32874.94,4,3.2
ORD10173,2025-04-12,South,Electronics,Returning,Debit Card,2,37725.03,0.1,69105.05,4,5.0
ORD10174,2025-08-11,North,Office Supplies,Returning,UPI,3,3943.66,0.0,11830.98,3,3.9
ORD10175,2025-02-28,East,Furniture,Returning,Debit Card,4,10172.26,0.0,40689.04,6,3.9
ORD10176,2025-09-04,North,Clothing,New,Credit Card,3,4550.33,0.0,13650.99,4,3.7
ORD10177,2025-05-08,East,Electronics,New,Debit Card,5,36370.09,0.1,164865.4,4,2.8
ORD10178,2025-10-10,South,Furniture,New,UPI,1,2296.15,0.1,2066.54,4,4.3
ORD10179,2025-11-21,West,Clothing,New,Debit Card,3,6522.21,0.1,17609.97,3,4.1
ORD10180,2025-01-25,North,Clothing,Returning,Credit Card,4,1669.74,0.1,6011.06,4,3.9
ORD10181,2025-05-11,South,Clothing,New,Cash,2,4263.06,0.05,8099.81,5,3.7
ORD10182,2025-12-19,North,Electronics,Returning,UPI,6,36525.77,0.15,187481.43,3,3.6
ORD10183,2025-07-15,West,Electronics,Returning,Debit Card,1,12018.89,0.15,11416.06,3,4.5
ORD10184,2025-10-08,West,Office Supplies,Returning,Cash,2,1304.46,0.0,2608.92,7,3.7
ORD10185,2025-06-03,North,Clothing,New,UPI,3,3401.29,0.05,9693.68,4,3.7
ORD10186,2025-05-13,East,Office Supplies,Returning,Cash,5,4483.75,0.15,19055.94,4,4.2
ORD10187,2025-08-15,West,Office Supplies,Returning,Debit Card,7,102.17,0.05,679.43,2,4.0
ORD10188,2025-07-08,East,Electronics,Returning,UPI,5,40641.13,0.15,173924.8,6,5.0
ORD10189,2025-09-22,South,Clothing,Returning,UPI,4,1484.31,0.05,5640.38,3,2.4
ORD10190,2025-05-14,North,Electronics,Returning,Debit Card,5,44561.82,0.05,212868.64,4,4.0
ORD10191,2025-07-30,North,Furniture,New,UPI,1,23925.36,0.0,23925.36,1,3.2
ORD10192,2025-03-01,West,Furniture,Returning,Credit Card,5,12973.27,0.05,61623.03,6,3.0
ORD10193,2025-12-30,West,Office Supplies,New,UPI,4,2612.33,0.1,9404.39,7,3.4
ORD10194,2025-12-30,East,Electronics,New,,6,22084.48,0.1,120456.19,5,3.8
ORD10195,2025-08-01,South,Electronics,New,UPI,3,28886.61,0.15,74860.86,2,3.9
ORD10196,2025-08-04,South,Office Supplies,New,Cash,7,544.54,0.2,3049.42,6,2.6
ORD10197,2025-08-14,West,Furniture,New,Cash,3,1976.31,0.1,5336.04,3,3.4
ORD10198,2025-05-11,West,Office Supplies,New,Cash,5,382.74,0.15,1626.64,2,4.0
ORD10199,2025-03-17,West,Electronics,Returning,Debit Card,2,20440.95,0.05,40037.8,4,3.1
ORD10200,2025-10-13,West,Furniture,Returning,UPI,3,7758.04,0.1,20946.71,4,2.9
ORD10201,2025-10-04,East,Office Supplies,Returning,Debit Card,6,3147.99,0.15,16054.75,4,2.0
ORD10202,2025-06-05,North,Electronics,Returning,UPI,5,44665.95,0.05,213363.26,7,3.3
ORD10203,2025-09-05,North,Furniture,New,UPI,7,10394.49,0.1,65485.29,8,2.9
ORD10204,2025-08-06,West,Electronics,Returning,UPI,4,26163.78,0.0,105855.12,2,3.0
ORD10205,2025-07-09,East,Electronics,Returning,Credit Card,6,19169.69,0.1,104716.33,3,3.6
ORD10206,2025-06-12,North,Clothing,New,Debit Card,5,6823.99,0.2,27295.96,5,3.3
ORD10207,2025-06-29,North,Furniture,Returning,Debit Card,6,22673.23,0.2,108831.5,4,2.9
ORD10208,2025-02-03,East,Clothing,New,Credit Card,3,7055.64,0.15,17991.88,5,2.1
ORD10209,2025-02-10,North,Electronics,Returning,UPI,7,43867.25,0.15,262210.14,6,4.0
ORD10210,2025-11-03,North,Office Supplies,Returning,Cash,4,234.84,0.1,845.42,6,4.4
ORD10211,2025-12-04,East,Clothing,New,Credit Card,5,6766.58,0.1,30449.61,6,3.5
ORD10212,2025-11-10,East,Office Supplies,New,Credit Card,1,3783.68,0.0,3783.68,7,3.6
ORD10213,2025-03-16,East,Furniture,Returning,UPI,4,6642.93,0.1,23914.55,2,3.8
ORD10214,2025-10-06,North,Furniture,Returning,Debit Card,1,23960.42,0.1,21564.38,7,5.0
ORD10215,2025-06-25,East,Furniture,New,,6,4726.63,0.25,21269.84,4,2.5
ORD10216,2025-05-30,North,Clothing,Returning,UPI,2,5532.53,0.1,9958.55,6,3.5
ORD10217,2025-09-30,South,Clothing,New,UPI,4,2031.65,0.1,7313.94,3,2.4
ORD10218,2025-11-21,West,Clothing,Returning,Debit Card,6,3621.63,0.1,19556.8,3,4.1
ORD10219,2025-04-18,East,Electronics,Returning,Debit Card,1,32586.87,0.1,30528.18,6,3.7
ORD10220,2025-05-19,West,Office Supplies,New,UPI,3,2860.29,0.15,7293.74,1,4.0
ORD10221,2025-12-16,East,Clothing,New,Cash,3,3591.76,0.05,10236.52,6,3.9
ORD10222,2025-09-28,East,Electronics,New,UPI,2,15224.16,0.1,28603.49,7,4.6
ORD10223,2025-12-13,North,Electronics,New,Credit Card,4,37912.96,0.15,130104.06,5,4.2
ORD10224,2025-10-16,South,Office Supplies,New,Cash,4,804.69,0.1,2896.88,5,4.5
ORD10225,2025-07-31,North,Office Supplies,Returning,Credit Card,4,2207.5,0.05,8388.5,3,2.9
ORD10226,2025-09-29,North,Clothing,New,Debit Card,6,7258.93,0.15,37020.54,6,4.8
ORD10227,2025-03-07,West,Electronics,Returning,Credit Card,7,38186.55,0.15,228409.97,5,3.2
ORD10228,2025-09-05,South,Clothing,Returning,UPI,7,3387.25,0.0,23710.75,3,3.3
ORD10229,2025-06-05,West,Electronics,Returning,Cash,2,34529.39,0.15,59899.96,4,4.0
ORD10230,2025-02-16,East,Electronics,Returning,Credit Card,4,37183.71,0.15,127624.61,4,4.0
ORD10231,2025-07-20,West,Electronics,New,Cash,6,40088.82,0.1,217679.63,4,2.9
ORD10232,2025-05-28,South,Clothing,Returning,UPI,3,4492.69,0.25,10108.55,2,3.7
ORD10233,2025-05-04,East,Office Supplies,Returning,UPI,1,1101.86,0.15,936.58,6,5.0
ORD10234,2025-01-01,South,Office Supplies,Returning,UPI,6,1351.01,0.15,6890.15,4,2.6
ORD10235,2025-09-04,North,Furniture,New,Debit Card,7,8237.53,0.15,49013.3,5,5.0
ORD10236,2025-12-09,West,Clothing,Returning,UPI,7,4872.28,0.0,34105.96,3,3.6
ORD10237,2025-05-08,North,Furniture,Returning,Cash,3,1980.87,0.05,5645.48,5,1.9
ORD10238,2025-07-10,North,Clothing,New,Credit Card,3,5197.53,0.1,14033.33,5,2.7
ORD10239,2025-03-08,East,Furniture,New,Cash,1,9871.63,0.05,9378.05,7,3.0
ORD10240,2025-01-04,North,Furniture,New,UPI,3,8226.75,0.1,22212.22,5,3.3
ORD10241,2025-10-30,West,Furniture,Returning,Cash,2,22132.02,0.2,35411.23,4,3.7
ORD10242,2025-10-21,West,Furniture,Returning,Debit Card,1,12148.06,0.15,10325.85,3,1.6
ORD10243,2025-05-23,West,Office Supplies,Returning,Debit Card,3,565.76,0.1,1527.55,6,3.9
ORD10244,2025-07-10,South,Office Supplies,New,Debit Card,5,4151.06,0.2,16604.24,4,3.0
ORD10245,2025-01-21,North,Electronics,New,Debit Card,6,2905.74,0.15,16019.27,4,4.9
ORD10246,2025-08-15,West,Clothing,Returning,Credit Card,3,5895.97,0.1,15919.12,4,3.6
ORD10247,2025-11-09,South,Furniture,New,UPI,2,19618.97,0.05,37276.04,4,4.6
ORD10248,2025-04-27,West,Office Supplies,New,UPI,4,1827.75,0.1,6579.9,4,4.7
ORD10249,2025-10-29,West,Clothing,Returning,Cash,3,6650.87,0.15,16959.72,8,4.7
ORD10250,2025-05-22,West,Office Supplies,New,Credit Card,7,2626.73,0.1,16548.4,3,3.3
ORD10251,2025-02-08,North,Electronics,Returning,Debit Card,7,21277.58,0.15,127801.6,3,3.3
ORD10252,2025-12-21,South,Clothing,New,Credit Card,7,649.61,0.0,4547.27,7,3.6
ORD10253,2025-09-09,West,Office Supplies,New,UPI,4,1521.14,0.15,5171.88,4,4.3
ORD10254,2025-11-29,South,Furniture,New,UPI,7,23358.04,0.15,138980.34,4,3.4
ORD10255,2025-07-26,North,Electronics,Returning,Debit Card,5,18118.62,0.15,78204.13,6,
ORD10256,2025-07-29,East,Clothing,Returning,Credit Card,3,4509.59,0.25,10146.58,2,4.0
ORD10257,2025-04-25,West,Office Supplies,Returning,UPI,7,2706.91,0.15,16106.11,6,3.1
ORD10258,2025-08-13,East,Office Supplies,Returning,Credit Card,1,2993.11,0.2,2394.49,5,3.0
ORD10259,2025-05-14,East,Clothing,New,UPI,4,772.25,0.2,2471.2,5,3.7
ORD10260,2025-09-08,North,Clothing,Returning,Credit Card,5,3088.76,0.15,13127.23,5,3.8
ORD10261,2025-08-07,East,Electronics,Returning,UPI,1,32762.27,0.15,29047.93,3,4.1
ORD10262,2025-04-01,West,Furniture,Returning,Debit Card,1,5973.33,0.0,5973.33,6,4.3
ORD10263,2025-12-20,North,Electronics,New,UPI,1,9798.16,0.1,10018.34,4,2.9
ORD10264,2025-02-15,South,Office Supplies,Returning,Credit Card,1,149.44,0.1,134.5,5,3.2
ORD10265,2025-02-07,West,Electronics,New,UPI,3,20136.7,0.05,58589.6,7,3.0
ORD10266,2025-05-22,West,Office Supplies,New,UPI,7,4425.4,0.05,29428.91,7,4.9
ORD10267,2025-04-10,East,Clothing,Returning,Credit Card,6,699.64,0.25,3148.38,4,3.7
ORD10268,2025-11-24,East,Clothing,Returning,Credit Card,3,1771.61,0.2,4251.86,5,3.8
ORD10269,2025-07-09,South,Furniture,New,Credit Card,3,8580.01,0.15,21879.03,4,3.8
ORD10270,2025-02-04,North,Clothing,New,UPI,5,5934.28,0.1,26704.26,9,3.2
ORD10271,2025-05-27,West,Electronics,Returning,Debit Card,5,29116.09,0.0,146780.45,6,5.0
ORD10272,2025-01-30,West,Clothing,Returning,Cash,7,3502.77,0.0,24519.39,5,4.1
ORD10273,2025-11-30,West,Electronics,Returning,Debit Card,6,34350.85,0.05,196999.84,5,3.8
ORD10274,2025-03-25,West,Furniture,Returning,UPI,5,15709.22,0.0,78546.1,5,2.9
ORD10275,2025-10-08,South,Clothing,Returning,Credit Card,7,7199.51,0.0,50396.57,5,2.9
