Order_ID,Order_Date,Region,Category,Product,Customer_Segment,Payment_Method,Quantity,Unit_Price,Discount,Sales,Profit,Customer_Satisfaction
ORD10113,2025-04-28,West,Furniture,Bookshelf,Corporate,UPI,3,25658.07,0.2,64042.55,16061.18,4.5
ORD10566,2025-04-29,South,Furniture,Bookshelf,Consumer,Credit Card,7,17662.28,0.1,111272.36,13956.52,4.3
ORD10553,2025-04-29,East,Electronics,Laptop,Consumer,Credit Card,5,15848.28,0.0,72109.66,11565.79,3.1
ORD10562,2025-04-30,West,Office Supplies,Stapler,Consumer,Cash,6,1937.68,0.05,11486.58,1243.64,3.6
ORD10462,2025-05-01,East,Office Supplies,Notebook,Consumer,UPI,5,2951.68,0.05,12758.63,2671.13,3.2
ORD10444,2025-05-01,North,Furniture,Cabinet,Consumer,UPI,7,27400.01,0.0,207144.07,48536.91,3.2
ORD10066,2025-05-01,East,Electronics,Smartphone,Consumer,UPI,4,2439.76,0.05,8436.67,1181.02,4.8
ORD10434,2025-05-02,North,Furniture,Desk,Corporate,UPI,7,24119.48,0.15,154991.77,36554.16,4.5
ORD10055,2025-05-03,South,Office Supplies,Stapler,Corporate,UPI,2,3180.14,0.05,6042.26,1398.0,4.5
ORD10073,2025-05-03,East,Furniture,Bookshelf,Consumer,Debit Card,4,15550.81,0.15,48114.21,10049.03,3.5
ORD10492,2025-05-04,North,Grocery,Tea,Consumer,UPI,2,1264.21,0.05,2594.16,699.57,2.9
ORD10180,2025-05-04,East,Electronics,Keyboard,Corporate,UPI,6,41603.04,0.05,215794.95,53941.37,4.7
ORD10034,2025-05-06,West,Electronics,Keyboard,Consumer,Debit Card,6,51923.55,0.0,324002.96,56134.99,4.3
ORD10593,2025-05-06,North,Furniture,Desk,Corporate,Debit Card,5,12518.37,0.05,64219.24,13728.3,3.5
ORD10194,2025-05-07,South,Clothing,Shoes,Corporate,Credit Card,5,542.26,0.2,2169.03,454.24,3.1
ORD10219,2025-05-07,North,Grocery,Rice,Consumer,UPI,2,1267.49,0.1,2464.01,526.72,4.9
ORD10159,2025-05-07,South,Office Supplies,Pen Set,Small Business,Debit Card,7,577.48,0.0,4042.33,1111.08,3.9
ORD10147,2025-05-07,North,Clothing,Shoes,Corporate,UPI,3,1079.06,0.05,3321.36,740.38,3.0
ORD10393,2025-05-08,West,Office Supplies,Stapler,Small Business,Debit Card,3,3676.91,0.15,9751.17,1852.55,3.6
ORD10327,2025-05-09,North,Furniture,Bookshelf,Small Business,Cash,1,20798.33,0.1,20215.98,3722.14,3.1
ORD10281,2025-05-09,West,Electronics,Monitor,Corporate,Debit Card,6,59110.47,0.05,350406.88,43719.69,3.0
ORD10360,2025-05-09,North,Furniture,Desk,Small Business,UPI,4,23228.63,0.05,95330.28,20906.88,3.9
ORD10210,2025-05-11,West,Clothing,Backpack,Corporate,Credit Card,7,5066.23,0.05,35038.05,3470.68,4.2
ORD10260,2025-05-12,West,Grocery,Biscuits,Corporate,UPI,6,285.29,0.15,1513.18,340.85,4.8
ORD10036,2025-05-12,South,Electronics,Monitor,Consumer,Cash,6,8064.94,0.05,45970.17,5201.0,3.1
ORD10240,2025-05-13,East,Office Supplies,File Folder,Corporate,Cash,7,2132.79,0.15,11548.0,1643.72,4.0
ORD10184,2025-05-14,West,Electronics,Headphones,Consumer,Debit Card,6,15658.5,0.0,97709.06,14928.85,3.2
ORD10041,2025-05-14,South,Clothing,Backpack,Corporate,UPI,5,5699.66,0.0,28498.28,5601.13,4.4
ORD10290,2025-05-14,South,Grocery,Tea,Corporate,UPI,4,663.07,0.0,2652.28,602.01,3.8
ORD10274,2025-05-14,East,Furniture,Cabinet,Consumer,Debit Card,6,21821.87,0.2,95317.94,25144.11,3.3
ORD10564,2025-05-14,North,Clothing,Jeans,Corporate,UPI,3,4891.46,0.1,14263.49,2918.51,5.0
ORD10033,2025-05-16,North,Office Supplies,File Folder,Corporate,UPI,5,3568.73,0.05,18307.59,2600.61,4.3
ORD10495,2025-05-16,West,Grocery,Tea,Consumer,UPI,5,1821.94,0.1,8526.7,1892.82,4.1
ORD10580,2025-05-17,North,Grocery,Snacks,Corporate,Cash,1,812.05,0.15,745.46,70.3,4.2
ORD10158,2025-05-17,East,Grocery,Rice,Consumer,Credit Card,6,839.26,0.1,4124.13,637.21,4.0
ORD10239,2025-05-17,North,Office Supplies,Printer Paper,Corporate,Debit Card,3,414.39,0.1,1208.35,223.11,4.1
ORD10555,2025-05-18,West,Clothing,Shoes,Consumer,UPI,5,1751.08,0.1,8195.05,1080.91,2.4
ORD10484,2025-05-18,South,Electronics,Laptop,Consumer,UPI,1,29838.46,0.05,28346.54,7194.53,5.0
ORD10526,2025-05-19,South,Grocery,Cooking Oil,Corporate,Credit Card,2,1294.62,0.15,2200.85,393.96,3.2
ORD10218,2025-05-20,South,Electronics,Headphones,Corporate,Debit Card,1,22906.48,0.0,22906.48,3922.63,3.8
ORD10342,2025-05-20,South,Furniture,Table,Consumer,Debit Card,2,26876.51,0.05,51065.37,12758.02,2.6
ORD10541,2025-05-21,South,Electronics,Laptop,Consumer,Debit Card,2,24112.05,0.05,45812.9,8967.47,3.1
ORD10057,2025-05-21,West,Electronics,Headphones,Small Business,Debit Card,3,46755.44,0.0,145876.98,29673.35,3.6
ORD10035,2025-05-22,North,Office Supplies,Printer Paper,Corporate,UPI,6,2450.87,0.2,12705.31,2286.54,3.7
ORD10372,2025-05-22,South,Electronics,Smartphone,Consumer,Debit Card,2,55239.44,0.05,104954.93,18336.14,4.1
ORD10578,2025-05-22,West,Electronics,Smartphone,Consumer,UPI,2,31779.4,0.05,62796.1,13787.78,3.8
ORD10388,2025-05-22,North,Furniture,Cabinet,Small Business,UPI,3,20163.28,0.0,65329.04,15266.83,4.4
ORD10405,2025-05-22,East,Office Supplies,Notebook,Consumer,Cash,3,1324.65,0.1,3254.67,349.87,3.8
ORD10341,2025-05-23,South,Office Supplies,Pen Set,Consumer,Debit Card,6,807.45,0.1,4360.23,924.93,4.3
ORD10173,2025-05-24,South,Electronics,Keyboard,Small Business,Credit Card,4,36408.83,0.1,131071.8,25583.44,4.2
ORD10198,2025-05-24,South,Clothing,T-Shirt,Corporate,UPI,1,5874.44,0.0,5874.44,650.03,3.7
